"id","name","ima","imayear","yeardiscovery","yearrruff","yearminref","yearmintype","strunz10ed1","strunz10ed2","strunz10ed3","strunz10ed4","ima_status","shortcode_ima","loccount"
"55237","Alicewilsonite-(YCe)","1","2013",,"2020","\N","\N","5","C","C",,"5","Aws-YCe","1"
"115","Aliettite","1","0","1968","1968","1972","\N","9","E","C","60","1","Ali","9"
"118","Alkali Feldspar","0","0",,"\N","1958","\N","0","0","0",,"0","Afs","620"
"11008","Allabogdanite","1","2000","1997","2000","\N","2002","1","B","D","15","1","Abg","4"
"122","Allactite","1","0","1884","1884","1884","1884","8","B","E","30","9","Ala","15"
"125","Allanite-(Ce)","1","0",,"1812","1810","\N","9","B","G","05b","9","Aln-Ce","818"
"126","Allanite-(La)","1","2003",,"2003","1940","\N","9","B","G","05b","1","Aln-La","29"
"36831","Allanite-(Nd)","1","2011",,"2010","\N","\N","9","B","G","05b","1","Aln-Nd","7"
"127","Allanite-(Y)","1","0","1949","1949","1964","\N","9","B","G","05b","9","Aln-Y","35"
"27431","Allanpringite","1","2004",,"2004","\N","\N","8","D","C","50","1","Apg","3"
"55045","Allantoin","0","\N",,"2020","\N","\N","0","0","0",,"5","Aan","1"
"128","Allargentum","1","1970","1950","1949","1940","\N","2","A","A","30","9","All","78"
"129","Alleghanyite","6","0","1932","1932","1932","\N","9","A","F","45","9","Alh","92"
"32284","Allendeite","1","2007",,"2007","1965","2014","4","C","C",,"1","Aed","2"
"27596","Allochalcoselite","1","2004",,"2004","\N","\N","4","J","G","40","1","Acc","1"
"134","Alloclasite","6","1866","1866","1866","1866","\N","2","E","B","10b","9","Acl","75"
"139","Allophane","6","0","1816","1816","1816","\N","9","E","D","20","9","Alp","568"
"29546","Alloriite","1","2006",,"2006","\N","\N","9","F","B","05","1","Aor","1"
"141","Alluaivite","1","0","1990","1988","1990","\N","9","C","O","10","1","Aav","5"
"142","Alluaudite","1","0","1848","1848","1937","\N","8","A","C","10","9","Ald","112"
"452","Almandine","6","0",,"0","1988","\N","9","A","D","25","9","Alm","2704"
"25681","Almarudite","1","2002","1982","2002","\N","\N","9","C","M","05","1","Alr","1"
"43884","Almeidaite","1","2013",,"2013","1993","2015","4","0","0",,"1","Amd","7"
"43577","Alnaperbøeite-(Ce)","1","2012",,"2012","\N","\N","9","B","G",,"1","Apbø-Ce","1"
"50779","Alpeite","0","\N",,"2016","\N","2017","9","B","J","40","1","Apt","3"
"27526","Alpersite","1","2003",,"2003","\N","2006","7","C","B","35","1","Aps","11"
"26417","Alsakharovite-Zn","1","2002","2002","2002","\N","2003","9","C","E","30h","1","Ask-Zn","2"
"146","Alstonite","6","0","1841","1841","1835","\N","5","A","B","35","9","Asn","29"
"147","Altaite","6","0","1845","1845","1845","\N","2","C","D","10","9","Alt","608"
"53102","Alterite","0","\N",,"2018","\N","\N","7","D","E","42","5","Atr","1"
"148","Althausite","1","0","1971","1974","1975","1975","8","B","B","25","1","Ahs","6"
"149","Althupite","1","1986","1986","1986","1987","\N","8","E","C","25","1","Ahp","1"
"150","Altisite","1","0","1994","1993","1994","\N","9","D","P","40","1","Ati","2"
"3267","Alum-(K)","6","0",,"1951","1868","\N","7","C","C","20","9","Aum-K","113"
"3703","Alum-(Na)","6","0",,"1951","1967","\N","7","C","C","20","9","Aum-Na","16"
"154","Aluminite","6","0","1807","1805","1780","\N","7","D","C","05","9","A","94"
"107","Aluminium","1","0","1978","1978","1978","\N","1","A","A","05","1","Al","33"
"55259","Alumino-oxy-rossmanite","1","2013",,"2020","\N","\N","9","C","K",,"5","Aorsm","1"
"6795","Aluminoceladonite","1","1998",,"1883","1997","\N","9","E","C","15","9","Acel","18"
"38991","Aluminocerite-(Ce)","1","2007",,"2007","\N","\N","9","A","G","20","1","Acrt-Ce","8"
"87","Aluminocopiapite","6","0","1947","1947","1947","\N","7","D","B","35","9","Acpi","60"
"40001","Aluminocoquimbite","1","2009",,"2009","\N","\N","7","C","B","50","1","Acoq","5"
"26444","Aluminomagnesiohulsite","1","2002",,"2002","\N","\N","6","A","B","45","1","Amhul","3"
"43521","Aluminopyracmonite","1","2012",,"2012","\N","2013","7","A","C",,"1","Apyr","4"
"55563","Aluminosilicate","0","\N",,"\N","\N","\N","0","0","0",,"0","Als","\N"
"53545","Aluminosugilite","1","2013",,"2019","1988","2020","9","C","M","9.CM.","1","Asug","3"
"39212","Alumoåkermanite","1","2008",,"2008","1970","\N","9","B","B","10","1","Aåk","9"
"51953","Alumoedtollite","1","2013",,"2017","\N","2019","8","A","C",,"1","Aedt","1"
"157","Alumohydrocalcite","1","0","1926","1926","1926","\N","5","D","B","05","9","Ahcal","54"
"6799","Alumoklyuchevskite","1","1993","1993","1993","1995","\N","7","B","C","45","1","Akyv","4"
"159","Alumotantite","1","0","1981","1980","1981","\N","4","D","B","55","1","Atan","5"
"47914","Alumovesuvianite","0","\N",,"2016","\N","2017","9","B","G",,"1","Aves","2"
"161","Alunite","1","0","1824","1565","1565","\N","7","B","C","10","9","Alu","1150"
"162","Alunogen","6","0",,"1832","1824","\N","7","C","B","45","9","Alg","312"
"165","Alvanite","1","0","1959","1959","1959","\N","8","F","E","05","1","Alv","4"
"47025","Alwilkinsite-(Y)","1","2016",,"2015","\N","2017","7","E","B",,"1","Alw-Y","2"
"180","Amakinite","1","0","1962","1962","1950","\N","4","F","E","05","1","Amk","3"
"53234","Amamoorite","0","\N",,"2018","\N","\N","9","B","E","07","5","Amo","1"
"182","Amarantite","6","0","1888","1888","1887","\N","7","D","B","30","9","Ama","29"
"183","Amarillite","6","0","1933","1933","1933","\N","7","C","C","75","9","Amr","8"
"189","Amblygonite","6","0","1817","1818","1818","\N","8","B","B","05","9","Aby","311"
"39789","Ambrinoite","1","2009","1998","2009","\N","\N","2","H","E","10","1","Amb","1"
"195","Ameghinite","1","1966","1966","1966","1967","\N","6","C","A","10","1","Agh","1"
"197","Amesite","6","0",,"1876","1876","1876","9","E","D","15","9","Ame","88"
"199","Amicite","1","0","1979","1979","1979","\N","9","G","C","05","1","Ami","6"
"200","Aminoffite","6","0","1937","1937","1937","\N","9","B","H","05","9","Amf","4"
"38895","Ammineite","1","2008",,"2008","\N","2010","3","C","0",,"1","Amm","7"
"203","Ammonioalunite","1","0","1988","1986","1988","\N","7","B","C","10","1","Aalu","15"
"204","Ammonioborite","6","0","1931","1933","1916","\N","6","E","A","15","9","Abo","1"
"205","Ammoniojarosite","1","0","1927","1927","1927","\N","7","B","C","10","9","Ajrs","35"
"52841","Ammoniolasalite","1","2013",,"2018","\N","2018","4","H","C",,"1","Alas","1"
"206","Ammonioleucite","1","0","1986","1984","1986","\N","9","G","B","05","1","Alct","4"
"39666","Ammoniomagnesiovoltaite","1","2009",,"2009","\N","\N","7","C","C","25","1","Amvlt","4"
"52589","Ammoniomathesiusite","1","2013",,"2017","\N","2019","7","D","F",,"1","Amat","1"
"54627","Ammoniotinsleyite","0","\N",,"2020","\N","\N","0","0","0",,"5","Atin","1"
"51957","Ammoniovoltaite","1","2013",,"2017","\N","2018","7","C","C",,"1","Avlt","1"
"52182","Ammoniozippeite","0","\N",,"2017","\N","2018","7","E","C","05","1","Azip","8"
"207","Amphibole Supergroup","8","0",,"\N","1966","\N","0","0","0",,"0","Amp","2938"
"208","Amstallite","1","0","1987","1986","1987","1987","9","D","P","25","1","Ams","2"
"210","Analcime","6","0",,"1797","1797","\N","9","G","B","05","9","Anl","2197"
"456","Anandite","1","0","1967","1966","1967","\N","9","E","C","35","1","Ana","6"
"211","Anapaite","6","0","1902","1902","1902","\N","8","C","H","10","9","Anp","27"
"55039","Anastasenkoite","0","\N",,"2020","\N","\N","0","0","0",,"5","Aas","1"
"213","Anatase","1","0","1801","1801","1801","\N","4","D","D","05","9","Ant","2523"
"50338","Anatolyite","0","\N",,"2016","\N","2019","8","A","C","47","1","Aly","1"
"216","Ancylite-(Ce)","1","0","1897","1901","1898","1899","5","D","C","05","9","Anc-Ce","126"
"6800","Ancylite-(La)","1","1995",,"1995","\N","\N","5","D","C","05","1","Anc-La","21"
"217","Andalusite","6","0",,"1798","1754","\N","9","A","F","10","9","And","1503"
"219","Andersonite","6","0","1948","1951","1951","\N","5","E","D","30","9","Anr","52"
"11345","Andorite IV","6","0",,"1893","1954","\N","2","J","B","40a","9","Ado IV","11"
"29150","Andorite VI","6","0",,"1892","1954","\N","2","J","B",,"9","Ado VI","12"
"223","Andradite","6","0","1800","1868","1800","1800","9","A","D","25","9","Adr","1880"
"46429","Andreadiniite","1","2014",,"2014","\N","2018","2","J","B",,"1","Adi","1"
"225","Andrémeyerite","1","1972","1972","1972","1824","\N","9","B","B","20","1","Amy","2"
"29095","Andreyivanovite","1","2006",,"2006","\N","2008","1","B","D","15","1","Aiv","3"
"31664","Andrianovite","1","2007",,"2007","\N","2008","9","C","O","10","1","Adv","1"
"227","Anduoite","13","1979","1979","1979","1968","\N","2","E","B","15a","1","Adu","8"
"46681","Andychristyite","1","2015",,"2015","\N","\N","7","C","C",,"1","Acs","1"
"53543","Andymcdonaldite","1","2013",,"2019","\N","2020","4","D","0",,"1","Amc","2"
"6802","Andyrobertsite","1","1997",,"1997","1999","1999","8","D","H","50","1","Arb","1"
"41909","Angarfite","1","2011",,"2010","\N","\N","8","A","C",,"1","Agf","1"
"35972","Angastonite","1","2008","1988","2008","\N","\N","8","D","L","25","1","Ags","1"
"26701","Ángelaite","12","2010",,"2003","1990","2004","2","J","B","25f","1","Áge","3"
"231","Angelellite","1","0","1959","1959","1959","\N","8","B","C","05","1","Agl","4"
"233","Anglesite","6","0","1832","1832","1779","\N","7","A","D","35","9","Ang","3142"
"234","Anhydrite","6","0","1804","1794","1794","\N","7","A","D","30","9","Anh","1827"
"235","Anhydrokainite","7","1913",,"1912","1913","\N","7","B","C","80","25","Ahk","2"
"236","Anilite","1","0","1969","1968","1969","1969","2","B","A","10","1","Ani","112"
"239","Ankerite","6","0","1825","1825","1825","\N","5","A","B","10","9","Ank","3552"
"11516","Ankinovichite","1","2002",,"2002","\N","2004","8","F","E","05","1","Akv","2"
"240","Annabergite","6","0","1852","1852","1852","\N","8","C","E","40","9","Anb","505"
"241","Annite","1","0","1868","1868","1868","\N","9","E","C","20","9","Ann","425"
"42349","Anorpiment","1","2011",,"2011","\N","\N","2","F","A",,"1","Apm","2"
"246","Anorthite","6","0","1823","1823","1823","\N","9","F","A","35","9","An","1347"
"248","Anorthoclase","2","0","1885","\N","1964","\N","9","F","A","30","0","Ano","355"
"25587","Anorthominasragrite","1","2001",,"2001","1968","2003","7","D","B","20","1","Amrg","2"
"26443","Ansermetite","1","2002",,"2002","\N","\N","4","H","D","30","1","Anm","10"
"251","Antarcticite","1","0","1965","1965","1965","1965","3","B","B","30","1","Atc","13"
"252","Anthoinite","6","0",,"1947","1947","\N","7","G","B","35","9","Atn","15"
"253","Anthonyite","1","0","1963","1963","1963","\N","3","D","A","40","1","Aty","6"
"254","Anthophyllite","1","0","1801","1801","1801","\N","9","D","D","05","9","Ath","804"
"260","Antigorite","1","0","1840","1840","1840","\N","9","E","D","15","9","Atg","814"
"266","Antimonselite","1","0","1993","1992","1957","1993","2","D","B","05","1","Atm","11"
"262","Antimony","6","0",,"1748","1802","\N","1","C","A","05","9","Sb","422"
"46162","Antipinite","1","2014",,"2014","\N","2015","10","0","0",,"1","Atp","3"
"268","Antlerite","1","0","1889","1889","1886","\N","7","B","B","15","9","Atl","300"
"53142","Antofagastaite","0","\N","2016","2018","\N","2019","7","C","D","35","1","Atf","2"
"271","Anyuiite","1","0","1989","1987","1989","\N","1","A","A","15","1","Any","10"
"43871","Anzaite-(Ce)","1","2013",,"2013","\N","2015","4","C","C",,"1","Anz-Ce","2"
"272","Apachite","1","0","1980","1979","1980","\N","9","H","E","10","1","Apa","5"
"29229","Apatite","0","0",,"\N","1767","\N","0","0","0",,"0","Ap","8340"
"46617","Apexite","1","2015",,"2015","\N","2015","8","C","A",,"1","Ape","1"
"280","Aphthitalite","6","0","1813","1813","1813","1813","7","A","C","35","9","Att","99"
"281","Apjohnite","6","0","1847","1847","1838","\N","7","C","B","85","9","Apj","36"
"282","Aplowite","1","0","1965","1963","1965","1965","7","C","B","15","1","Apw","9"
"283","Apophyllite Group","0","0",,"\N","1978","\N","0","0","0",,"0","Apo","786"
"285","Apuanite","1","0","1979","1978","1979","\N","4","J","A","25","1","Apu","1"
"27558","Aqualite","1","2002",,"2002","\N","\N","9","C","O","10","1","Aq","2"
"43920","Aradite","11","2014",,"2013","\N","2015","8","B","N",,"1","Ara","3"
"307","Aragonite","6","0","1797","1788","1754","\N","5","A","B","15","9","Arg","3755"
"6805","Arakiite","1","0",,"1998","1999","2000","8","B","E","45","1","Ark","6"
"310","Aramayoite","6","0","1926","1926","1926","1926","2","H","A","25","9","Ary","38"
"43332","Arangasite","1","2012",,"2012","\N","2013","8","D","B",,"1","Ans","1"
"27530","Arapovite","1","2003",,"2003","\N","\N","9","C","H","10","1","Apv","1"
"311","Aravaipaite","1","1988","1988","1988","1989","\N","3","D","C","35","1","Avp","1"
"53192","Aravaite","1","2013",,"2018","\N","2018","8","B","O",,"1","Arv","1"
"314","Arcanite","6","0","1845","1845","1845","\N","7","A","D","05","9","Acn","37"
"315","Archerite","1","0","1977","1975","1930","\N","8","A","D","15","1","Aht","7"
"316","Arctite","1","0","1981","1980","1981","\N","8","B","N","10","1","Arc","6"
"318","Arcubisite","1","0","1976","1973","1976","1976","2","L","A","40","1","Acb","7"
"320","Ardaite","1","0","1982","1979","1981","\N","2","L","B","30","1","Ada","2"
"321","Ardealite","6","0","1931","1932","1931","1932","8","C","J","50","9","Adl","36"
"322","Ardennite-(As)","6","0","1872","1872","1872","\N","9","B","J","40","9","Ard-As","36"
"28893","Ardennite-(V)","1","2005",,"2005","1987","\N","9","B","J","40","1","Ard-V","16"
"325","Arfvedsonite","6","0","1823","1823","1995","\N","9","D","E","25","9","Arf","619"
"40277","Argandite","1","2010",,"2010","\N","\N","8","B","E","30","1","Agd","3"
"571","Argentobaumhauerite","12","2015",,"1988","1987","\N","2","H","C","05b","1","Abha","2"
"50344","Argentodufrénoysite","0","\N",,"2016","\N","\N","2","H","C","05d","5","Aduf","1"
"290","Argentojarosite","1","0","1923","1923","1923","\N","7","B","C","10","9","Agjrs","71"
"47931","Argentoliveingite","0","\N",,"2016","\N","2019","2","H","C","05c","1","Aliv","1"
"55110","Argentopearceite","1","2013",,"2020","\N","\N","2","G","B",,"5","Apea","2"
"291","Argentopentlandite","1","0","1977","1970","1971","\N","2","B","B","15","1","Apn","85"
"299","Argentopyrite","6","0","1868","1866","1866","\N","2","C","B","65","9","Agpy","72"
"319","Argentotennantite-(Zn)","1","0","1986","1985","1986","\N","2","G","B","05","1","Atnt-Zn","19"
"46256","Argentotetrahedrite-(Fe)","11","2008",,"2016","1992","\N","2","G","B","05","1","Attr-Fe","8"
"55306","Argentotetrahedrite-(Hg)","0","\N",,"2021","\N","\N","0","0","0",,"5","Attr-Hg","1"
"53914","Argentotetrahedrite-(Zn)","0","\N",,"2021","\N","\N","0","0","0",,"5","Attr-Zn","8"
"42369","Argesite","1","2011",,"2011","\N","\N","7","C","D",,"1","Age","1"
"330","Argutite","1","0","1983","1980","1956","1983","4","D","B","05","1","Agt","14"
"331","Argyrodite","6","0","1886","1886","1886","\N","2","B","A","70","9","Agy","83"
"333","Arhbarite","1","0","1982","1981","1982","\N","8","B","E","25","1","Arh","4"
"51569","Ariegilatite","1","2013",,"2017","\N","2018","8","B","O",,"1","Agi","2"
"39483","Arisite-(Ce)","1","2009",,"2009","\N","\N","5","B","D","18","1","Ari-Ce","4"
"39549","Arisite-(La)","1","2009",,"2009","\N","\N","5","B","D","18","1","Ari-La","1"
"334","Aristarainite","1","1973","1973","1973","1974","1974","6","F","B","05","1","Ais","4"
"341","Armalcolite","1","0","1970","1970","1970","\N","4","C","B","15","1","Arm","47"
"342","Armangite","6","0","1920","1920","1920","\N","4","J","B","20","9","Amg","4"
"28891","Armbrusterite","1","2005",,"2005","\N","\N","9","E","G","65","1","Abr","3"
"53219","Armellinoite-(Ce)","0","\N","Marc","2018","\N","\N","8","C","G","25","5","Aml-Ce","1"
"343","Armenite","6","0","1939","1939","1940","\N","9","C","M","05","9","Amn","27"
"344","Armstrongite","1","0","1973","1972","1973","\N","9","E","A","35","1","Asg","8"
"54242","Arrheniusite-(Ce)","1","2013",,"2020","\N","\N","9","A","J",,"1","Arr-Ce","1"
"7294","Arrojadite-(BaFe)","1","1994",,"1994","1969","\N","8","B","F","05","1","Ajd-BaFe","7"
"29414","Arrojadite-(BaNa)","1","2014",,"2014","\N","2016","8","B","F","05","1","Ajd-BaNa","3"
"351","Arrojadite-(KFe)","6","0","1925","1925","1942","\N","8","B","F","05","9","Ajd-KFe","62"
"28959","Arrojadite-(KNa)","1","2005",,"2005","\N","\N","8","B","F","05","1","Ajd-KNa","3"
"29064","Arrojadite-(PbFe)","1","2006",,"2005","\N","\N","8","B","F","05","1","Ajd-PbFe","1"
"28889","Arrojadite-(SrFe)","1","2005",,"2005","\N","\N","8","B","F","05","1","Ajd-SrFe","2"
"47915","Arsenatrotitanite","0","\N","2015","2016","\N","2019","8","B","H","10","1","Anttn","1"
"6807","Arsenbrackebuschite","1","0","1978","1977","1978","1978","8","B","G","05","1","Abbs","26"
"356","Arsendescloizite","1","0","1982","1979","1982","\N","8","B","H","35","1","Adcz","29"
"357","Arsenic","6","0","Anci","0","1789","\N","1","C","A","05","9","As","429"
"359","Arseniopleite","6","0","1888","1888","1888","\N","8","A","C","10","9","Apl","10"
"360","Arseniosiderite","6","0","1842","1842","1842","\N","8","D","H","30","9","Assd","248"
"50342","Arsenmarcobaldiite","0","\N",,"2016","\N","2019","2","J","B","30a","1","Amcb","1"
"51567","Arsenmedaite","1","2013",,"2017","\N","2019","9","B","J",,"1","Amed","2"
"364","Arsenoclasite","6","0","1931","1931","1931","\N","8","B","D","10","9","Asc","5"
"365","Arsenocrandallite","1","0","1981","1980","1981","\N","8","B","L","10","1","Acdl","16"
"366","Arsenoflorencite-(Ce)","1","1985","1985","1985","1987","\N","8","B","L","13","1","Aflo-Ce","10"
"295","Arsenoflorencite-(La)","1","2010",,"2009","1991","\N","8","B","L","13","1","Aflo-La","5"
"304","Arsenogorceixite","1","0","1991","1989","1981","\N","8","B","L","10","1","Agcx","18"
"292","Arsenogoyazite","1","0","1984","1983","1984","\N","8","B","L","10","1","Agoy","23"
"301","Arsenohauchecornite","1","0","1980","1978","1972","1980","2","B","B","10","1","Ahau","7"
"41153","Arsenohopeite","1","2010",,"2010","\N","\N","8","C","A","30","1","Ahop","1"
"312","Arsenolamprite","6","0","1823","1886","1823","\N","1","C","A","10","9","Asl","28"
"294","Arsenolite","6","0","1854","1854","1854","\N","4","C","B","50","9","Aso","276"
"303","Arsenopalladinite","1","0","1955","1955","1974","\N","2","A","C","10c","9","Apdn","36"
"305","Arsenopyrite","6","0","1847","1847","1936","\N","2","E","B","20","9","Apy","10058"
"54570","Arsenotučekite","0","\N",,"2020","\N","2020","0","0","0",,"1","Atuč","1"
"29255","Arsenovanmeersscheite","1","2006",,"2006","\N","\N","8","E","C","20","1","Avms","1"
"46580","Arsenowagnerite","1","2015",,"2014","\N","2018","8","B","B","X","1","Awag","1"
"43852","Arsenquatrandorite","1","0",,"2012","\N","\N","2","J","B",,"5","Aado","1"
"372","Arsentsumebite","6","0","1935","1935","1935","\N","8","B","G","05","9","Atsu","42"
"53170","Arsenudinaite","0","\N",,"2018","\N","\N","8","A","C","50","5","Audn","1"
"373","Arsenuranospathite","6","0","1959","1978","1978","\N","8","E","B","25","9","Aush","17"
"374","Arsenuranylite","6","0","1958","1958","1958","\N","8","E","C","10","9","Auy","7"
"43935","Arsiccioite","1","2013",,"2013","\N","2014","2","G","A",,"1","Asi","2"
"46530","Arsmirandite","1","2014",,"2014","\N","2020","8","B","0",,"1","Asm","1"
"376","Arthurite","1","1964","1954","1964","1964","1964","8","D","C","15","1","Atu","41"
"377","Artinite","6","0","1902","1902","1902","\N","5","D","A","10","9","Art","85"
"378","Artroeite","1","1993","1993","1993","1995","1995","3","C","C","15","1","Ate","5"
"26878","Artsmithite","1","2002",,"2002","\N","\N","8","B","O","40","1","Ash","1"
"379","Arupite","1","0","1990","1988","1990","\N","8","C","E","40","1","Arp","2"
"381","Arzrunite","7","0",,"1899","1899","\N","7","D","F","60","25","Arz","2"
"382","Asbecasite","1","1966","1963","1965","1966","\N","4","J","B","30","1","Abc","9"
"384","Asbolane","6","0","1847","1841","1944","\N","4","F","L","30","9","Asb","176"
"386","Aschamalmite","1","0","1983","1982","1983","\N","2","J","B","40b","1","Ahm","19"
"388","Ashburtonite","1","0","1991","1990","1991","1991","9","C","F","05","1","Ahb","4"
"389","Ashcroftine-(Y)","1","0","1924","1933","1933","\N","9","D","N","15","9","Acf-Y","3"
"453","Ashoverite","1","0","1988","1986","1988","\N","4","F","A","10","1","Aov","7"
"53233","Asimowite","0","\N",,"2018","\N","2019","9","B","E","X","1","Amw","1"
"391","Asisite","1","0","1988","1987","1988","1988","3","D","B","40","1","Ass","2"
"39790","Åskagenite-(Nd)","1","2009",,"2009","\N","\N","9","B","G","05b","1","Åsk-Nd","1"
"42356","Aspedamite","1","2011",,"2011","\N","2012","4","F","N",,"1","Apd","2"
"27494","Aspidolite","1","2004",,"1869","1869","\N","9","E","C","20","9","Asp","12"
"397","Asselbornite","1","1980","1980","1980","1983","\N","8","E","D","10","1","Asbn","3"
"404","Astrocyanite-(Ce)","1","1989","1989","1989","1990","\N","5","E","F","05","1","Acy-Ce","1"
"405","Astrophyllite","6","0","1844","1848","1848","\N","9","D","C","05","9","Ast","236"
"406","Atacamite","6","0","1801","1803","1786","\N","3","D","A","10a","9","Ata","644"
"407","Atelestite","6","0","1832","1832","1832","\N","8","B","O","15","9","Ale","57"
"42350","Atelisite-(Y)","1","2010","2008","2010","\N","2012","9","A","0",,"1","Ael-Y","1"
"27433","Atencioite","1","2004",,"2004","\N","\N","8","D","A","10","1","Aco","4"
"408","Athabascaite","1","0","1949","1969","1969","1970","2","B","A","25","1","Atb","20"
"409","Atheneite","1","0","1974","1973","1974","\N","2","A","C","05a","1","Ah","19"
"412","Atlasovite","1","1986",,"1986","1987","1987","7","B","C","20","1","Atv","2"
"413","Atokite","1","0","1975","1974","1975","\N","1","A","G","10","1","Ato","47"
"415","Attakolite","1","0","1868","1868","1868","1868","8","B","H","60","9","Ako","3"
"30778","Attikaite","1","2006",,"2006","\N","\N","8","D","J","45","1","Atk","5"
"416","Aubertite","1","0","1978","1978","1979","\N","7","D","B","05","1","Aub","15"
"55108","Auerbakhite","1","2013","2016","2020","\N","2021","2","L","A",,"1","Aue","1"
"451","Augelite","6","0","1868","1868","1866","\N","8","B","E","05","9","Aul","93"
"419","Augite","6","0","1792","1685","1892","\N","9","D","A","15","9","Aug","2689"
"39638","Auriacusite","1","2009","1993","2009","\N","\N","8","B","B","30","1","Aur","6"
"422","Aurichalcite","6","0","1839","1839","1788","\N","5","B","A","15","9","Ach","1084"
"423","Auricupride","6","0","1950","1950","1950","\N","1","A","A","10a","9","Auc","33"
"51827","Aurihydrargyrumite","1","2013",,"2017","\N","2018","1","A","D",,"1","Ahg","1"
"26525","Aurivilliusite","1","2002",,"2002","1985","2004","3","D","D","50","1","Avl","1"
"428","Aurorite","1","0","1967","1966","1967","\N","4","F","L","20","1","Aro","23"
"430","Aurostibite","6","0","1952","1952","1928","1952","2","E","B","05a","9","Ausb","93"
"432","Austinite","6","0","1935","1935","1935","\N","8","B","H","35","9","Aus","87"
"433","Autunite","6","0","1852","1852","1819","\N","8","E","B","05","9","Aut","1432"
"53344","Avdeevite","1","2013",,"2019","\N","2020","9","C","J",,"1","Avd","1"
"27388","Avdoninite","1","2005",,"2005","1998","\N","3","D","A","55","1","Avn","6"
"6811","Averievite","1","0",,"1995","1997","1998","8","B","B","85","1","Avv","2"
"437","Avicennite","6","0","1958","1958","1958","\N","4","C","B","10","9","Avc","9"
"438","Avogadrite","6","0","1926","1926","1926","\N","3","C","A","10","9","Avg","5"
"439","Awaruite","6","0","1885","1885","1885","\N","1","A","E","20","9","Awr","192"
"51987","Axelite","1","2013",,"2017","\N","\N","8","B","A",,"5","Axe","1"
"1459","Axinite-(Fe)","6","0",,"1801","1906","\N","9","B","D","20","9","Ax-Fe","296"
"2490","Axinite-(Mg)","1","1975","1975","1975","1976","\N","9","B","D","20","1","Ax-Mg","14"
"2502","Axinite-(Mn)","6","0","1909","1909","1891","\N","9","B","D","20","9","Ax-Mn","108"
"442","Azoproite","1","1970","1970","1970","1970","1970","6","A","B","30","1","Azo","4"
"447","Azurite","6","0","1824","1824","1747","\N","5","B","A","05","9","Azu","6110"
"42750","Babánekite","1","2012",,"2012","\N","2017","8","C","E","X","1","Bbá","11"
"476","Babefphite","1","1966","1966","1966","1966","1966","8","B","A","15","1","Bbf","2"
"478","Babingtonite","6","0","1824","1824","1845","\N","9","D","K","05","9","Bab","178"
"6812","Babkinite","1","0",,"1994","1996","1996","2","G","C","40e","1","Bbk","3"
"46057","Backite","1","2013",,"2013","\N","\N","7","B","C",,"1","Bac","1"
"53212","Badakhshanite-(Y)","0","\N",,"2018","\N","2020","9","E","A","45","1","Bad-Y","1"
"50351","Badalovite","0","\N",,"2016","\N","2020","8","A","C","05","1","Bdl","1"
"480","Baddeleyite","6","0","1892","1893","1892","1892","4","D","E","35","9","Bdy","321"
"54038","Badengzhuite","0","\N",,"2019","\N","2020","1","B","D","60","1","Bdz","1"
"482","Bafertisite","6","0","1959","1959","1959","\N","9","B","E","55","9","Bft","24"
"483","Baghdadite","1","0",,"1982","1986","1986","9","B","E","17","1","Bgd","12"
"55027","Bahariyaite","0","\N",,"2020","\N","\N","0","0","0",,"5","Bah","1"
"484","Bahianite","1","0","1978","1974","1976","\N","4","D","C","05","1","Bhi","3"
"488","Baileychlore","1","0","1988","1986","1988","\N","9","E","C","55","1","Blc","19"
"55253","Bainbridgeite-(YCe)","1","2013",,"2020","\N","\N","5","C","C",,"5","Bbg","1"
"43583","Bairdite","1","\N",,"2012","\N","2013","7","D","F",,"1","Bai","5"
"7074","Bakhchisaraitsevite","1","0",,"1999","\N","2000","8","C","H","50","1","Bkc","6"
"6814","Baksanite","1","1992",,"1992","1996","1996","2","D","C","05","1","Bks","6"
"492","Balangeroite","1","0","1983","1982","1983","\N","9","D","H","35","1","Bal","3"
"45970","Balestraite","1","2013",,"2013","\N","\N","9","E","C",,"1","Bls","1"
"43864","Balićžunićite","1","2013",,"2012","1984","2014","7","A","0",,"1","Bžć","1"
"495","Balipholite","6","0","1975","1975","1975","\N","9","D","B","05","9","Blp","1"
"496","Balkanite","1","0","1973","1971","1973","\N","2","B","D","15","1","Bkn","11"
"39332","Balliranoite","1","2009",,"2008","\N","\N","9","F","B","05","1","Blr","2"
"501","Balyakinite","1","0","1980","1980","1971","1980","4","J","K","15","1","Byk","5"
"502","Bambollaite","1","0","1972","1965","1972","\N","2","E","B","05b","1","Bmb","3"
"6815","Bamfordite","1","1996",,"1996","1998","\N","4","F","K","05","1","Bfd","1"
"504","Banalsite","6","0","1944","1944","1944","1944","9","F","A","60","9","Bns","26"
"506","Bandylite","6","0","1938","1938","1938","1938","6","A","C","35","9","Bny","4"
"508","Bannermanite","1","0","1983","1980","1958","1983","4","H","F","05","1","Bnm","5"
"509","Bannisterite","1","1967","1967","1967","1968","\N","9","E","G","75","1","Ban","27"
"510","Baotite","1","0","1959","1960","1960","\N","9","C","E","15","1","Bao","33"
"31728","Barahonaite-(Al)","1","2007",,"2006","\N","\N","8","C","H","60","1","Bho-Al","6"
