"Mineral Name","Mineral Name (plain)","Year First Published"
"Rectorite","Rectorite","1891"
"Redcanyonite","Redcanyonite","2016"
"Reddingite","Reddingite","1878"
"Redgillite","Redgillite","2004"
"Redingtonite","Redingtonite","1888"
"Redledgeite","Redledgeite","1961"
"Redondite","Redondite","1869"
"Reederite-(Y)","Reederite-(Y)","1994"
"Reedmergnerite","Reedmergnerite","1955"
"Reevesite","Reevesite","1966"
"Refikite","Refikite","1853"
"Reichenbachite","Reichenbachite","1985"
"Reidite","Reidite","2001"
"Reinerite","Reinerite","1958"
"Reinhardbraunsite","Reinhardbraunsite","1980"
"Relianceite-(K)","Relianceite-(K)","2021"
"Rémondite-(Ce)","Remondite-(Ce)","1987"
"Rémondite-(La)","Remondite-(La)","1999"
"Renardite","Renardite","1928"
"Rengeite","Rengeite","1998"
"Renierite","Renierite","1948"
"Reppiaite","Reppiaite","1991"
"Retgersite","Retgersite","1949"
"Retzian-(Ce)","Retzian-(Ce)","1982"
"Retzian-(La)","Retzian-(La)","1983"
"Retzian-(Nd)","Retzian-(Nd)","1982"
"Revdite","Revdite","1979"
"Reyerite","Reyerite","1906"
"Reynoldsite","Reynoldsite","2011"
"Rhabdoborite-(Mo)","Rhabdoborite-(Mo)","2020"
"Rhabdoborite-(V)","Rhabdoborite-(V)","2018"
"Rhabdoborite-(W)","Rhabdoborite-(W)","2018"
"Rhabdophane-(Ce)","Rhabdophane-(Ce)","1966"
"Rhabdophane-(La)","Rhabdophane-(La)","1987"
"Rhabdophane-(Nd)","Rhabdophane-(Nd)","1885"
"Rhabdophane-(Y)","Rhabdophane-(Y)","2011"
"Rheniite","Rheniite","1999"
"Rhodarsenide","Rhodarsenide","1996"
"Rhodesite","Rhodesite","1957"
"Rhodium","Rhodium","1974"
"Rhodizite","Rhodizite","1834"
"Rhodochrosite","Rhodochrosite","1813"
"Rhodonite","Rhodonite","1819"
"Rhodostannite","Rhodostannite","1968"
"Rhodplumsite","Rhodplumsite","1982"
"Rhomboclase","Rhomboclase","1891"
"Rhönite","Rhonite","1907"
"Ribbeite","Ribbeite","1985"
"Richardsite","Richardsite","2020"
"Richardsollyite","Richardsollyite","2016"
"Richellite","Richellite","1883"
"Richelsdorfite","Richelsdorfite","1982"
"Richetite","Richetite","1947"
"Richterite","Richterite","1865"
"Rickardite","Rickardite","1903"
"Rickturnerite","Rickturnerite","2010"
"Riebeckite","Riebeckite","1888"
"Riesite","Riesite","2017"
"Rietveldite","Rietveldite","2016"
"Rilandite","Rilandite","1933"
"Rimkorolgite","Rimkorolgite","1990"
"Ringwoodite","Ringwoodite","1968"
"Rinkite-(Ce)","Rinkite-(Ce)","1884"
"Rinkite-(Y)","Rinkite-(Y)","2017"
"Rinmanite","Rinmanite","2000"
"Rinneite","Rinneite","1909"
"Riomarinaite","Riomarinaite","2000"
"Ríosecoite","Riosecoite","2018"
"Riotintoite","Riotintoite","2015"
"Rippite","Rippite","2016"
"Rittmannite","Rittmannite","1987"
"Rivadavite","Rivadavite","1966"
"Riversideite","Riversideite","1917"
"Roaldite","Roaldite","1980"
"Robertsite","Robertsite","1973"
"Robinsonite","Robinsonite","1952"
"Rockbridgeite","Rockbridgeite","1949"
"Rodalquilarite","Rodalquilarite","1967"
"Rodolicoite","Rodolicoite","1995"
"Roeblingite","Roeblingite","1897"
"Roedderite","Roedderite","1965"
"Rogermitchellite","Rogermitchellite","2003"
"Roggianite","Roggianite","1968"
"Rohaite","Rohaite","1973"
"Rokühnite","Rokuhnite","1979"
"Rollandite","Rollandite","1998"
"Romanèchite","Romanechite","1900"
"Romanorlovite","Romanorlovite","2014"
"Romarchite","Romarchite","1969"
"Römerite","Romerite","1858"
"Rondorfite","Rondorfite","1997"
"Rongibbsite","Rongibbsite","2010"
"Ronneburgite","Ronneburgite","1998"
"Röntgenite-(Ce)","Rontgenite-(Ce)","1953"
"Rooseveltite","Rooseveltite","1946"
"Roquesite","Roquesite","1962"
"Rorisite","Rorisite","1989"
"Rosasite","Rosasite","1908"
"Roscherite","Roscherite","1914"
"Roscoelite","Roscoelite","1876"
"Roselite","Roselite","1824"
"Roselite-β","Roselite-beta","1955"
"Rosemaryite","Rosemaryite","1979"
"Rosenbergite","Rosenbergite","1992"
"Rosenbuschite","Rosenbuschite","1887"
"Rosenhahnite","Rosenhahnite","1965"
"Roshchinite","Roshchinite","1989"
"Rosiaite","Rosiaite","1995"
"Rosickýite","Rosickyite","1931"
"Rosièresite","Rosieresite","1841"
"Rossiantonite","Rossiantonite","2012"
"Rossite","Rossite","1927"
"Rösslerite","Rosslerite","1861"
"Rossmanite","Rossmanite","1996"
"Rossovskyite","Rossovskyite","2014"
"Rostite","Rostite","1979"
"Roterbärite","Roterbarite","2019"
"Rouaite","Rouaite","1999"
"Roubaultite","Roubaultite","1970"
"Roumaite","Roumaite","2008"
"Rouseite","Rouseite","1984"
"Routhierite","Routhierite","1973"
"Rouvilleite","Rouvilleite","1989"
"Rouxelite","Rouxelite","2002"
"Roweite","Roweite","1937"
"Rowlandite-(Y)","Rowlandite-(Y)","1891"
"Rowleyite","Rowleyite","2016"
"Roxbyite","Roxbyite","1986"
"Roymillerite","Roymillerite","2016"
"Rozenite","Rozenite","1960"
"Rozhdestvenskayaite-(Zn)","Rozhdestvenskayaite-(Zn)","2017"
"Rruffite","Rruffite","2009"
"Ruarsite","Ruarsite","1979"
"Rubicline","Rubicline","1996"
"Rubinite","Rubinite","2017"
"Rucklidgeite","Rucklidgeite","1975"
"Rudabányaite","Rudabanyaite","2017"
"Rudashevskyite","Rudashevskyite","2005"
"Rudenkoite","Rudenkoite","2003"
"Rüdlingerite","Rudlingerite","2017"
"Ruifrancoite","Ruifrancoite","2005"
"Ruitenbergite","Ruitenbergite","1992"
"Ruizite","Ruizite","1977"
"Rumoiite","Rumoiite","2019"
"Rumseyite","Rumseyite","2011"
"Rusakovite","Rusakovite","1960"
"Rusinovite","Rusinovite","2010"
"Russellite","Russellite","1938"
"Russoite","Russoite","2015"
"Rustenburgite","Rustenburgite","1974"
"Rustumite","Rustumite","1964"
"Ruthenarsenite","Ruthenarsenite","1973"
"Rutheniridosmine","Rutheniridosmine","1973"
"Ruthenium","Ruthenium","1974"
"Rutherfordine","Rutherfordine","1906"
"Rutile","Rutile","1800"
"Ryabchikovite","Ryabchikovite","2021"
"Rynersonite","Rynersonite","1974"
"Saamite","Saamite","2013"
"Sabatierite","Sabatierite","1976"
"Sabelliite","Sabelliite","1994"
"Sabieite","Sabieite","1982"
"Sabinaite","Sabinaite","1978"
"Sabugalite","Sabugalite","1951"
"Saccoite","Saccoite","2019"
"Sacrofanite","Sacrofanite","1979"
"Sadanagaite","Sadanagaite","2002"
"Saddlebackite","Saddlebackite","1994"
"Safflorite","Safflorite","1835"
"Sahamalite-(Ce)","Sahamalite-(Ce)","1953"
"Sahlinite","Sahlinite","1934"
"Sailaufite","Sailaufite","2000"
"Sainfeldite","Sainfeldite","1963"
"Sakhaite","Sakhaite","1965"
"Sakuraiite","Sakuraiite","1965"
"Salammoniac","Salammoniac","1556"
"Saléeite","Saleeite","1932"
"Salesite","Salesite","1939"
"Saliotite","Saliotite","1990"
"Saltonseaite","Saltonseaite","2011"
"Salzburgite","Salzburgite","2000"
"Samaniite","Samaniite","2007"
"Samarskite-(Y)","Samarskite-(Y)","1847"
"Samarskite-(Yb)","Samarskite-(Yb)","2004"
"Samfowlerite","Samfowlerite","1991"
"Sampleite","Sampleite","1942"
"Samraite","Samraite","2021"
"Samsonite","Samsonite","1910"
"Samuelsonite","Samuelsonite","1974"
"Sanbornite","Sanbornite","1932"
"Sanderite","Sanderite","1952"
"Saneroite","Saneroite","1979"
"Sangenaroite","Sangenaroite","2019"
"Sanguite","Sanguite","2013"
"Sanidine","Sanidine","1808"
"Sanjuanite","Sanjuanite","1966"
"Sanmartinite","Sanmartinite","1948"
"Sanrománite","Sanromanite","2006"
"Santabarbaraite","Santabarbaraite","2000"
"Santaclaraite","Santaclaraite","1979"
"Santafeite","Santafeite","1958"
"Santanaite","Santanaite","1971"
"Santarosaite","Santarosaite","2007"
"Santite","Santite","1969"
"Saponite","Saponite","1840"
"Sapozhnikovite","Sapozhnikovite","2021"
"Sapphirine","Sapphirine","1819"
"Sarabauite","Sarabauite","1976"
"Saranchinaite","Saranchinaite","2015"
"Saranovskite","Saranovskite","2020"
"Sarcolite","Sarcolite","1807"
"Sarcopside","Sarcopside","1868"
"Sardignaite","Sardignaite","2008"
"Sarkinite","Sarkinite","1885"
"Sarmientite","Sarmientite","1941"
"Sarrabusite","Sarrabusite","1997"
"Sartorite","Sartorite","1868"
"Saryarkite-(Y)","Saryarkite-(Y)","1964"
"Sasaite","Sasaite","1977"
"Sassolite","Sassolite","1800"
"Satimolite","Satimolite","1967"
"Satpaevite","Satpaevite","1959"
"Satterlyite","Satterlyite","1976"
"Sauconite","Sauconite","1875"
"Sayrite","Sayrite","1982"
"Sazhinite-(Ce)","Sazhinite-(Ce)","1973"
"Sazhinite-(La)","Sazhinite-(La)","2002"
"Sazykinaite-(Y)","Sazykinaite-(Y)","1992"
"Sbacchiite","Sbacchiite","2018"
"Sborgite","Sborgite","1957"
"Scacchite","Scacchite","1855"
"Scainiite","Scainiite","1996"
"Scandiobabingtonite","Scandiobabingtonite","1993"
"Scarbroite","Scarbroite","1829"
"Scawtite","Scawtite","1930"
"Schachnerite","Schachnerite","1971"
"Schafarzikite","Schafarzikite","1921"
"Schäferite","Schaferite","1997"
"Schairerite","Schairerite","1931"
"Schallerite","Schallerite","1925"
"Schapbachite","Schapbachite","1853"
"Schaurteite","Schaurteite","1967"
"Scheelite","Scheelite","1821"
"Schertelite","Schertelite","1902"
"Scheuchzerite","Scheuchzerite","2004"
"Schiavinatoite","Schiavinatoite","1999"
"Schieffelinite","Schieffelinite","1979"
"Schindlerite","Schindlerite","2012"
"Schizolite","Schizolite","2013"
"Schlegelite","Schlegelite","2003"
"Schlemaite","Schlemaite","2003"
"Schlossmacherite","Schlossmacherite","1979"
"Schlüterite-(Y)","Schluterite-(Y)","2012"
"Schmidite","Schmidite","2017"
"Schmiederite","Schmiederite","1962"
"Schmitterite","Schmitterite","1967"
"Schneebergite","Schneebergite","1999"
"Schneiderhöhnite","Schneiderhohnite","1973"
"Schoderite","Schoderite","1962"
"Schoenfliesite","Schoenfliesite","1968"
"Schoepite","Schoepite","1923"
"Schöllhornite","Schollhornite","1984"
"Scholzite","Scholzite","1948"
"Schoonerite","Schoonerite","1976"
"Schorl","Schorl","1562"
"Schorlomite","Schorlomite","1846"
"Schreibersite","Schreibersite","1848"
"Schreyerite","Schreyerite","1976"
"Schröckingerite","Schrockingerite","1873"
"Schubnelite","Schubnelite","1970"
"Schuetteite","Schuetteite","1959"
"Schuilingite-(Nd)","Schuilingite-(Nd)","1948"
"Schulenbergite","Schulenbergite","1982"
"Schüllerite","Schullerite","2010"
"Schultenite","Schultenite","1926"
"Schumacherite","Schumacherite","1982"
"Schwartzembergite","Schwartzembergite","1868"
"Schwertmannite","Schwertmannite","1990"
"Sclarite","Sclarite","1988"
"Scolecite","Scolecite","1813"
"Scordariite","Scordariite","2019"
"Scorodite","Scorodite","1818"
"Scorticoite","Scorticoite","2019"
"Scorzalite","Scorzalite","1949"
"Scotlandite","Scotlandite","1982"
"Scottyite","Scottyite","2012"
"Scrutinyite","Scrutinyite","1984"
"Seaborgite","Seaborgite","2020"
"Seamanite","Seamanite","1930"
"Searlesite","Searlesite","1914"
"Sederholmite","Sederholmite","1964"
"Sedovite","Sedovite","1965"
"Seeligerite","Seeligerite","1970"
"Seelite","Seelite","1992"
"Segelerite","Segelerite","1973"
"Segerstromite","Segerstromite","2014"
"Segnitite","Segnitite","1991"
"Seidite-(Ce)","Seidite-(Ce)","1993"
"Seidozerite","Seidozerite","1958"
"Seifertite","Seifertite","2004"
"Seinäjokite","Seinajokite","1976"
"Sejkoraite-(Y)","Sejkoraite-(Y)","2009"
"Sekaninaite","Sekaninaite","1967"
"Selenium","Selenium","1934"
"Selenojalpaite","Selenojalpaite","2004"
"Selenolaurite","Selenolaurite","2020"
"Selenopolybasite","Selenopolybasite","2006"
"Selenostephanite","Selenostephanite","1982"
"Seligmannite","Seligmannite","1901"
"Selivanovaite","Selivanovaite","2016"
"Sellaite","Sellaite","1868"
"Selwynite","Selwynite","1993"
"Semenovite-(Ce)","Semenovite-(Ce)","1971"
"Semseyite","Semseyite","1881"
"Senaite","Senaite","1898"
"Senarmontite","Senarmontite","1851"
"Senegalite","Senegalite","1975"
"Sengierite","Sengierite","1949"
"Senkevichite","Senkevichite","2004"
"Sepiolite","Sepiolite","1847"
"Serandite","Serandite","1931"
"Serendibite","Serendibite","1903"
"Sergeevite","Sergeevite","1979"
"Sergevanite","Sergevanite","2019"
"Sergeysmirnovite","Sergeysmirnovite","2021"
"Serpierite","Serpierite","1881"
"Serrabrancaite","Serrabrancaite","1998"
"Sewardite","Sewardite","2001"
"Shabaite-(Nd)","Shabaite-(Nd)","1988"
"Shabynite","Shabynite","1979"
"Shadlunite","Shadlunite","1972"
"Shafranovskite","Shafranovskite","1981"
"Shagamite","Shagamite","2021"
"Shakhdaraite-(Y)","Shakhdaraite-(Y)","2020"
"Shakhovite","Shakhovite","1980"
"Shandite","Shandite","1949"
"Shannonite","Shannonite","1993"
"Sharpite","Sharpite","1938"
"Sharyginite","Sharyginite","2017"
"Shasuite","Shasuite","2021"
"Shattuckite","Shattuckite","1915"
"Shcherbakovite","Shcherbakovite","1954"
"Shcherbinaite","Shcherbinaite","1971"
"Shchurovskyite","Shchurovskyite","2013"
"Sheldrickite","Sheldrickite","1996"
"Shenzhuangite","Shenzhuangite","2017"
"Sherwoodite","Sherwoodite","1958"
"Shibkovite","Shibkovite","1997"
"Shigaite","Shigaite","1984"
"Shilovite","Shilovite","2014"
"Shimazakiite","Shimazakiite","2010"
"Shinkolobweite","Shinkolobweite","2016"
"Shirokshinite","Shirokshinite","2001"
"Shirozulite","Shirozulite","2001"
"Shkatulkalite","Shkatulkalite","1993"
"Shlykovite","Shlykovite","2008"
"Shomiokite-(Y)","Shomiokite-(Y)","1990"
"Shortite","Shortite","1939"
"Shosanbetsuite","Shosanbetsuite","2018"
"Shuangfengite","Shuangfengite","1993"
"Shubnikovite","Shubnikovite","1953"
"Shuiskite-(Cr)","Shuiskite-(Cr)","2020"
"Shuiskite-(Mg)","Shuiskite-(Mg)","1980"
"Shulamitite","Shulamitite","2011"
"Shumwayite","Shumwayite","2015"
"Shuvalovite","Shuvalovite","2014"
"Sibirskite","Sibirskite","1962"
"Sicherite","Sicherite","1997"
"Sicklerite","Sicklerite","1912"
"Siderazot","Siderazot","1876"
"Siderite","Siderite","1845"
"Sideronatrite","Sideronatrite","1878"
"Siderophyllite","Siderophyllite","1881"
"Siderotil","Siderotil","1892"
"Sidorenkite","Sidorenkite","1978"
"Sidpietersite","Sidpietersite","1998"
"Sidwillite","Sidwillite","1983"
"Siegenite","Siegenite","1850"
"Sieleckiite","Sieleckiite","1987"
"Sigloite","Sigloite","1962"
"Siidraite","Siidraite","2016"
"Silesiaite","Silesiaite","2017"
"Silhydrite","Silhydrite","1970"
"Silicocarnotite","Silicocarnotite","2013"
"Silicon","Silicon","1982"
"Silinaite","Silinaite","1990"
"Sillénite","Sillenite","1943"
"Sillimanite","Sillimanite","1824"
"Silver","Silver","0"
"Silvialite","Silvialite","1998"
"Simferite","Simferite","1989"
"Simmonsite","Simmonsite","1997"
"Simonellite","Simonellite","1919"
"Simonite","Simonite","1982"
"Simonkolleite","Simonkolleite","1983"
"Simplotite","Simplotite","1956"
"Simpsonite","Simpsonite","1938"
"Sincosite","Sincosite","1922"
"Sinhalite","Sinhalite","1952"
"Sinjarite","Sinjarite","1979"
"Sinkankasite","Sinkankasite","1982"
"Sinnerite","Sinnerite","1964"
"Sinoite","Sinoite","1964"
"Sitinakite","Sitinakite","1989"
"Siudaite","Siudaite","2018"
"Siwaqaite","Siwaqaite","2019"
"Skaergaardite","Skaergaardite","2003"
"Skinnerite","Skinnerite","1973"
"Skippenite","Skippenite","1986"
"Sklodowskite","Sklodowskite","1924"
"Skorpionite","Skorpionite","2005"
"Skutterudite","Skutterudite","1845"
"Slavíkite","Slavikite","1926"
"Slavkovite","Slavkovite","2004"
"Slawsonite","Slawsonite","1967"
"Šlikite","Slikite","2019"
"Sluzhenikinite","Sluzhenikinite","2021"
"Smamite","Smamite","2019"
"Smirnite","Smirnite","1982"
"Smirnovskite","Smirnovskite","1957"
"Smithite","Smithite","1905"
"Smithsonite","Smithsonite","1832"
"Smolyaninovite","Smolyaninovite","1956"
"Smrkovecite","Smrkovecite","1993"
"Smythite","Smythite","1956"
"Sobolevite","Sobolevite","1982"
"Sobolevskite","Sobolevskite","1973"
"Sodalite","Sodalite","1811"
"Soddyite","Soddyite","1922"
"Sofiite","Sofiite","1987"
"Sogdianite","Sogdianite","1968"
"Söhngeite","Sohngeite","1965"
"Sokolovaite","Sokolovaite","2004"
"Solongoite","Solongoite","1973"
"Somersetite","Somersetite","2017"
"Sonolite","Sonolite","1963"
"Sonoraite","Sonoraite","1968"
"Sopcheite","Sopcheite","1980"
"Sorbyite","Sorbyite","1966"
"Sørensenite","Sorensenite","1965"
"Sorosite","Sorosite","1994"
"Sosedkoite","Sosedkoite","1981"
"Součekite","Soucekite","1976"
"Souzalite","Souzalite","1949"
"Spadaite","Spadaite","1843"
"Spaltiite","Spaltiite","2014"
"Spangolite","Spangolite","1890"
"Spencerite","Spencerite","1916"
"Sperrylite","Sperrylite","1889"
"Spertiniite","Spertiniite","1980"
"Spessartine","Spessartine","1832"
"Sphaerobertrandite","Sphaerobertrandite","1957"
"Sphaerobismoite","Sphaerobismoite","1993"
"Sphalerite","Sphalerite","1847"
"Spheniscidite","Spheniscidite","1977"
"Spherocobaltite","Spherocobaltite","1877"
"Spinel","Spinel","0"
"Spionkopite","Spionkopite","1978"
"Spiridonovite","Spiridonovite","2019"
"Spiroffite","Spiroffite","1962"
"Spodumene","Spodumene","1800"
"Spriggite","Spriggite","2002"
"Springcreekite","Springcreekite","1998"
"Spryite","Spryite","2015"
"Spurrite","Spurrite","1908"
"Srebrodolskite","Srebrodolskite","1984"
"Šreinite","Sreinite","2004"
"Srilankite","Srilankite","1982"
"Stalderite","Stalderite","1987"
"Staněkite","Stanekite","1994"
"Stanfieldite","Stanfieldite","1966"
"Stangersite","Stangersite","2020"
"Stanleyite","Stanleyite","1980"
"Stannite","Stannite","1832"
"Stannoidite","Stannoidite","1968"
"Stannopalladinite","Stannopalladinite","1947"
"Starkeyite","Starkeyite","1945"
"Staročeskéite","Staroceskeite","2017"
"Starovaite","Starovaite","2011"
"Staurolite","Staurolite","1792"
"Stavelotite-(La)","Stavelotite-(La)","2004"
"Steacyite","Steacyite","1981"
"Steedeite","Steedeite","2013"
"Steenstrupine-(Ce)","Steenstrupine-(Ce)","1882"
"Stefanweissite","Stefanweissite","2018"
"Steigerite","Steigerite","1935"
"Steinhardtite","Steinhardtite","2014"
"Steinmetzite","Steinmetzite","2015"
"Steklite","Steklite","2011"
"Stellerite","Stellerite","1909"
"Stenhuggarite","Stenhuggarite","1966"
"Stenonite","Stenonite","1962"
"Stepanovite","Stepanovite","1953"
"Stephanite","Stephanite","1845"
"Štěpite","Stepite","2012"
"Stercorite","Stercorite","1850"
"Stergiouite","Stergiouite","2019"
"Sterlinghillite","Sterlinghillite","1980"
"Sternbergite","Sternbergite","1827"
"Steropesite","Steropesite","2008"
"Sterryite","Sterryite","1966"
"Stetefeldtite","Stetefeldtite","1867"
"Stetindite-(Ce)","Stetindite-(Ce)","2008"
"Steudelite","Steudelite","2021"
"Stevensite","Stevensite","1873"
"Steverustite","Steverustite","2008"
"Stewartite","Stewartite","1912"
"Stibarsen","Stibarsen","1941"
"Stibiconite","Stibiconite","1832"
"Stibioclaudetite","Stibioclaudetite","2007"
"Stibiocolumbite","Stibiocolumbite","1915"
"Stibiocolusite","Stibiocolusite","1991"
"Stibiogoldfieldite","Stibiogoldfieldite","2021"
"Stibiopalladinite","Stibiopalladinite","1927"
"Stibiotantalite","Stibiotantalite","1893"
"Stibivanite","Stibivanite","1980"
"Stibnite","Stibnite","1832"
"Stichtite","Stichtite","1910"
"Stilbite-Ca","Stilbite-Ca","1801"
"Stilbite-Na","Stilbite-Na","1997"
"Stilleite","Stilleite","1956"
"Stillwaterite","Stillwaterite","1974"
"Stillwellite-(Ce)","Stillwellite-(Ce)","1955"
"Stilpnomelane","Stilpnomelane","1827"
"Stishovite","Stishovite","1962"
"Stistaite","Stistaite","1969"
"Stöfflerite","Stofflerite","2017"
"Stoiberite","Stoiberite","1979"
"Stokesite","Stokesite","1900"
"Stolperite","Stolperite","2016"
"Stolzite","Stolzite","1845"
"Stoppaniite","Stoppaniite","1996"
"Stottite","Stottite","1958"
"Stracherite","Stracherite","2017"
"Straczekite","Straczekite","1983"
"Strakhovite","Strakhovite","1993"
"Stranskiite","Stranskiite","1960"
"Strashimirite","Strashimirite","1967"
"Straßmannite","Strassmannite","2018"
"Strätlingite","Stratlingite","1975"
"Strelkinite","Strelkinite","1973"
"Strengite","Strengite","1877"
"Stringhamite","Stringhamite","1974"
"Stromeyerite","Stromeyerite","1832"
"Stronadelphite","Stronadelphite","2008"
"Stronalsite","Stronalsite","1983"
"Strontianite","Strontianite","1791"
"Strontioborite","Strontioborite","2020"
"Strontiochevkinite","Strontiochevkinite","1983"
"Strontiodresserite","Strontiodresserite","1977"
"Strontiofluorite","Strontiofluorite","2009"
"Strontioginorite","Strontioginorite","1959"
"Strontiohurlbutite","Strontiohurlbutite","2012"
"Strontiojoaquinite","Strontiojoaquinite","1979"
"Strontiomelane","Strontiomelane","1995"
"Strontio-orthojoaquinite","Strontio-orthojoaquinite","1979"
"Strontioperloffite","Strontioperloffite","2015"
"Strontiopharmacosiderite","Strontiopharmacosiderite","2013"
"Strontioruizite","Strontioruizite","2017"
"Strontiowhitlockite","Strontiowhitlockite","1989"
"Strunzite","Strunzite","1958"
"Struvite","Struvite","1846"
"Struvite-(K)","Struvite-(K)","2003"
"Studenitsite","Studenitsite","1994"
"Studtite","Studtite","1947"
"Stumpflite","Stumpflite","1972"
"Sturmanite","Sturmanite","1981"
"Stützite","Stutzite","1878"
"Suanite","Suanite","1953"
"Sudburyite","Sudburyite","1973"
"Sudoite","Sudoite","1962"
"Sudovikovite","Sudovikovite","1995"
"Suenoite","Suenoite","2019"
"Suessite","Suessite","1979"
"Sugakiite","Sugakiite","2005"
"Sugilite","Sugilite","1974"
"Suhailite","Suhailite","2007"
"Sulfhydrylbystrite","Sulfhydrylbystrite","2015"
"Sulfoborite","Sulfoborite","1893"
"Sulphohalite","Sulphohalite","1888"
"Sulphotsumoite","Sulphotsumoite","1980"
"Sulphur","Sulphur","0"
"Sulphur-β","Sulphur-beta","1912"
"Sulvanite","Sulvanite","1900"
"Sundiusite","Sundiusite","1979"
"Suolunite","Suolunite","1965"
"Suredaite","Suredaite","1997"
"Surinamite","Surinamite","1974"
"Surite","Surite","1977"
"Sursassite","Sursassite","1926"
"Susannite","Susannite","1845"
"Suseinargiuite","Suseinargiuite","2014"
"Sussexite","Sussexite","1868"
"Suzukiite","Suzukiite","1978"
"Svabite","Svabite","1891"
"Svanbergite","Svanbergite","1854"
"Sveinbergeite","Sveinbergeite","2010"
"Sveite","Sveite","1980"
"Švenekite","Svenekite","1999"
"Sverigeite","Sverigeite","1983"
"Svetlanaite","Svetlanaite","2020"
"Svornostite","Svornostite","2014"
"Svyatoslavite","Svyatoslavite","1988"
"Svyazhinite","Svyazhinite","1983"
"Swaknoite","Swaknoite","1991"
"Swamboite-(Nd)","Swamboite-(Nd)","1981"
"Swartzite","Swartzite","1951"
"Swedenborgite","Swedenborgite","1924"
"Sweetite","Sweetite","1983"
"Swinefordite","Swinefordite","1973"
"Switzerite","Switzerite","1966"
"Sylvanite","Sylvanite","1832"
"Sylvite","Sylvite","1823"
"Symesite","Symesite","1998"
"Symplesite","Symplesite","1837"
"Synadelphite","Synadelphite","1884"
"Synchysite-(Ce)","Synchysite-(Ce)","1901"
"Synchysite-(Nd)","Synchysite-(Nd)","1978"
"Synchysite-(Y)","Synchysite-(Y)","1955"
"Syngenite","Syngenite","1872"
"Szaibélyite","Szaibelyite","1862"
"Szenicsite","Szenicsite","1993"
"Szklaryite","Szklaryite","2012"
"Szmikite","Szmikite","1877"
"Szomolnokite","Szomolnokite","1891"
"Szymańskiite","Szymanskiite","1989"
"Tacharanite","Tacharanite","1961"
"Tachyhydrite","Tachyhydrite","1856"
"Tadzhikite-(Ce)","Tadzhikite-(Ce)","1969"
"Taenite","Taenite","1861"
"Taikanite","Taikanite","1984"
"Taimyrite-I","Taimyrite-I","1973"
"Tainiolite","Tainiolite","1901"
"Taipingite-(Ce)","Taipingite-(Ce)","2019"
"Takanawaite-(Y)","Takanawaite-(Y)","2011"
"Takanelite","Takanelite","1970"
"Takedaite","Takedaite","1993"
"Takéuchiite","Takeuchiite","1980"
"Takovite","Takovite","1955"
"Talc","Talc","0"
"Talmessite","Talmessite","1960"
"Talnakhite","Talnakhite","1967"
"Tamaite","Tamaite","1999"
"Tamarugite","Tamarugite","1889"
"Tamboite","Tamboite","2016"
"Tamuraite","Tamuraite","2021"
"Tancaite-(Ce)","Tancaite-(Ce)","2009"
"Tancoite","Tancoite","1979"
"Taneyamalite","Taneyamalite","1977"
"Tangdanite","Tangdanite","2011"
"Tangeite","Tangeite","1926"
"Taniajacoite","Taniajacoite","2014"
"Tanohataite","Tanohataite","2007"
"Tantalaeschynite-(Y)","Tantalaeschynite-(Y)","1969"
"Tantalcarbide","Tantalcarbide","1909"
"Tantalite-(Fe)","Tantalite-(Fe)","1836"
"Tantalite-(Mg)","Tantalite-(Mg)","2002"
"Tantalite-(Mn)","Tantalite-(Mn)","1877"
"Tantalowodginite","Tantalowodginite","2018"
"Tanteuxenite-(Y)","Tanteuxenite-(Y)","1928"
"Tantite","Tantite","1982"
"Tapiaite","Tapiaite","2014"
"Tapiolite-(Fe)","Tapiolite-(Fe)","1863"
"Tapiolite-(Mn)","Tapiolite-(Mn)","1983"
"Taramellite","Taramellite","1908"
"Taramite","Taramite","1925"
"Taranakite","Taranakite","1865"
"Tarapacáite","Tarapacaite","1878"
"Tarbagataite","Tarbagataite","2010"
"Tarbuttite","Tarbuttite","1907"
"Tarkianite","Tarkianite","2003"
"Taseqite","Taseqite","2002"
"Tashelgite","Tashelgite","2010"
"Tassieite","Tassieite","2005"
"Tatarinovite","Tatarinovite","2015"
"Tatarskite","Tatarskite","1963"
"Tatyanaite","Tatyanaite","1995"
"Tausonite","Tausonite","1982"
"Tavagnascoite","Tavagnascoite","2014"
"Tavorite","Tavorite","1954"
"Tazheranite","Tazheranite","1969"
"Tazieffite","Tazieffite","2008"
"Tazzoliite","Tazzoliite","2011"
"Teallite","Teallite","1904"
"Tedhadleyite","Tedhadleyite","2001"
"Teepleite","Teepleite","1939"
"Tegengrenite","Tegengrenite","1999"
"Teineite","Teineite","1939"
"Telargpalite","Telargpalite","1972"
"Tellurantimony","Tellurantimony","1972"
"Tellurite","Tellurite","1845"
"Tellurium","Tellurium","1802"
"Tellurobismuthite","Tellurobismuthite","1863"
"Tellurohauchecornite","Tellurohauchecornite","1978"
"Telluromandarinoite","Telluromandarinoite","2011"
"Telluronevskite","Telluronevskite","1993"
"Telluropalladinite","Telluropalladinite","1978"
"Telluroperite","Telluroperite","2009"
"Telyushenkoite","Telyushenkoite","2001"
"Temagamite","Temagamite","1973"
"Tengchongite","Tengchongite","1984"
"Tengerite-(Y)","Tengerite-(Y)","1838"
"Tennantite-(Cu)","Tennantite-(Cu)","2021"
